Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Format,Category,Type
V Kohli (INDIA),2010-2019,75,70,20,2633.0,94*,52.66,1907,138.07,0,24,2,247,71,T20,Batting,Batting
RG Sharma (INDIA),2007-2019,104,96,14,2633.0,118,32.1,1905,138.21,4,19,6,234,120,T20,Batting,Batting
MJ Guptill (NZ),2009-2019,83,80,7,2436.0,105,33.36,1810,134.58,2,15,2,215,113,T20,Batting,Batting
Shoaib Malik (ICC/PAK),2006-2019,111,104,30,2263.0,75,30.58,1824,124.06,0,7,1,186,61,T20,Batting,Batting
BB McCullum (NZ),2005-2015,71,70,10,2140.0,123,35.66,1571,136.21,2,13,3,199,91,T20,Batting,Batting
DA Warner (AUS),2009-2019,76,76,8,2079.0,100*,30.57,1476,140.85,1,15,5,203,86,T20,Batting,Batting
EJG Morgan (ENG),2009-2019,86,84,17,2002.0,91,29.88,1475,135.72,0,11,3,151,96,T20,Batting,Batting
Mohammad Shahzad (AFG),2010-2018,65,65,3,1936.0,118*,31.22,1436,134.81,1,12,3,218,72,T20,Batting,Batting
JP Duminy (SA),2007-2019,81,75,25,1934.0,96*,38.68,1532,126.24,0,11,6,138,71,T20,Batting,Batting
PR Stirling (IRE),2009-2019,72,71,6,1929.0,91,29.67,1401,137.68,0,16,8,233,59,T20,Batting,Batting
Mohammad Hafeez (PAK),2006-2018,89,86,8,1908.0,86,24.46,1643,116.12,0,10,6,196,51,T20,Batting,Batting
TM Dilshan (SL),2006-2016,80,79,12,1889.0,104*,28.19,1567,120.54,1,13,10,223,33,T20,Batting,Batting
AJ Finch (AUS),2011-2019,58,58,9,1878.0,172,38.32,1200,156.5,2,11,4,182,90,T20,Batting,Batting
LRPL Taylor (NZ),2006-2019,95,87,19,1743.0,63,25.63,1430,121.88,0,5,5,110,65,T20,Batting,Batting
Umar Akmal (PAK),2009-2019,84,79,14,1690.0,94,26.0,1377,122.73,0,8,10,122,55,T20,Batting,Batting
AB de Villiers (SA),2006-2017,78,75,11,1672.0,79*,26.12,1237,135.16,0,10,5,140,60,T20,Batting,Batting
H Masakadza (ZIM),2006-2019,66,66,2,1662.0,93*,25.96,1418,117.2,0,11,1,151,65,T20,Batting,Batting
AD Hales (ENG),2011-2019,60,60,7,1644.0,116*,31.01,1203,136.65,1,8,4,175,55,T20,Batting,Batting
CH Gayle (WI),2006-2019,58,54,4,1627.0,117,32.54,1139,142.84,2,13,3,138,105,T20,Batting,Batting
MS Dhoni (INDIA),2006-2019,98,85,42,1617.0,56,37.6,1282,126.13,0,2,1,116,52,T20,Batting,Batting
Tamim Iqbal (BDESH/ICC/World),2007-2018,75,75,5,1613.0,103*,23.04,1383,116.63,1,6,6,174,41,T20,Batting,Batting
MN Samuels (WI),2007-2018,67,65,10,1611.0,89*,29.29,1386,116.23,0,10,0,144,69,T20,Batting,Batting
SK Raina (INDIA),2006-2018,78,66,11,1605.0,101,29.18,1190,134.87,1,5,3,145,58,T20,Batting,Batting
GJ Maxwell (AUS),2012-2019,61,54,9,1576.0,145*,35.02,985,160.0,3,7,1,133,81,T20,Batting,Batting
Shakib Al Hasan (BDESH),2006-2019,76,76,10,1567.0,84,23.74,1266,123.77,0,9,5,163,33,T20,Batting,Batting
C Munro (NZ),2012-2019,60,57,7,1546.0,109*,30.92,966,160.04,3,9,5,114,100,T20,Batting,Batting
KS Williamson (NZ),2011-2019,57,55,7,1505.0,73*,31.35,1236,121.76,0,9,2,158,26,T20,Batting,Batting
S Dhawan (INDIA),2011-2019,58,57,3,1504.0,92,27.85,1173,128.21,0,9,1,166,46,T20,Batting,Batting
KJ O'Brien (IRE),2008-2019,90,83,10,1504.0,124,20.6,1124,133.8,1,3,10,117,69,T20,Batting,Batting
DPMD Jayawardene (SL),2006-2014,55,55,8,1493.0,100,31.76,1121,133.18,1,9,4,173,33,T20,Batting,Batting
Ahmed Shehzad (PAK),2009-2019,59,59,2,1471.0,111*,25.8,1282,114.74,1,7,2,157,33,T20,Batting,Batting
SR Watson (AUS),2006-2016,58,56,6,1462.0,124*,29.24,1006,145.32,1,10,3,115,83,T20,Batting,Batting
Mahmudullah (BDESH),2007-2019,83,76,16,1430.0,64*,23.83,1166,122.64,0,4,2,113,48,T20,Batting,Batting
Shahid Afridi (ICC/PAK),2006-2018,99,91,12,1416.0,54*,17.92,944,150.0,0,4,8,103,73,T20,Batting,Batting
Babar Azam (PAK),2016-2019,36,36,8,1405.0,97*,50.17,1102,127.49,0,12,0,139,20,T20,Batting,Batting
KJ Coetzer (SCOT),2008-2019,58,56,2,1386.0,89,25.66,1136,122.0,0,6,3,144,45,T20,Batting,Batting
KC Sangakkara (SL),2006-2014,56,53,9,1382.0,78,31.4,1156,119.55,0,8,2,139,20,T20,Batting,Batting
F du Plessis (SA/World),2012-2019,44,44,6,1363.0,119,35.86,1006,135.48,1,8,0,126,45,T20,Batting,Batting
Mohammad Nabi (AFG),2010-2019,75,70,11,1316.0,89,22.3,902,145.89,0,4,4,83,78,T20,Batting,Batting
DA Miller (SA/World),2010-2019,72,62,18,1309.0,101*,29.75,935,140.0,1,2,0,91,57,T20,Batting,Batting
HM Amla (SA/World),2009-2018,44,44,6,1277.0,97*,33.6,967,132.05,0,8,2,146,26,T20,Batting,Batting
Mushfiqur Rahim (BDESH),2006-2019,84,76,13,1265.0,72*,20.07,1060,119.33,0,5,5,110,31,T20,Batting,Batting
JC Buttler (ENG),2011-2018,66,58,11,1260.0,73*,26.8,912,138.15,0,7,3,102,53,T20,Batting,Batting
RD Berrington (SCOT),2008-2019,61,54,10,1247.0,100,28.34,967,128.95,1,3,6,117,36,T20,Batting,Batting
GC Wilson (IRE),2008-2019,78,65,8,1239.0,65*,21.73,1185,104.55,0,3,4,105,20,T20,Batting,Batting
Yuvraj Singh (INDIA),2007-2017,58,51,9,1177.0,77*,28.02,863,136.38,0,8,1,77,74,T20,Batting,Batting
KP Pietersen (ENG),2005-2013,37,36,5,1176.0,79,37.93,831,141.51,0,7,1,119,32,T20,Batting,Batting
MDKJ Perera (SL),2013-2019,42,42,0,1171.0,84,27.88,867,135.06,0,11,0,114,41,T20,Batting,Batting
NLTC Perera (ICC/SL/World),2010-2019,79,70,21,1169.0,61,23.85,767,152.41,0,3,8,87,62,T20,Batting,Batting
Asghar Afghan (AFG),2010-2019,66,60,4,1167.0,62,20.83,1102,105.89,0,3,4,69,58,T20,Batting,Batting
DJ Bravo (WI),2006-2016,66,59,12,1142.0,66*,24.29,981,116.41,0,4,4,67,49,T20,Batting,Batting
KL Rahul (INDIA),2016-2019,34,31,5,1138.0,110*,43.76,777,146.46,2,8,1,102,50,T20,Batting,Batting
BN Cooper (NL),2013-2019,51,48,9,1094.0,91*,28.05,890,122.92,0,7,5,96,36,T20,Batting,Batting
WTS Porterfield (IRE),2008-2018,61,59,6,1079.0,72,20.35,971,111.12,0,3,5,120,23,T20,Batting,Batting
KA Pollard (WI),2008-2019,68,58,12,1058.0,68,23.0,819,129.18,0,4,1,69,61,T20,Batting,Batting
AD Mathews (SL),2009-2018,72,57,18,1055.0,81*,27.05,893,118.14,0,5,1,67,35,T20,Batting,Batting
CS MacLeod (SCOT),2009-2019,49,47,7,1042.0,74,26.05,905,115.13,0,7,4,93,21,T20,Batting,Batting
Q de Kock (SA),2012-2019,38,38,5,1018.0,79*,30.84,787,129.35,0,4,3,117,32,T20,Batting,Batting
LMP Simmons (WI),2007-2019,49,48,7,990.0,82*,24.14,848,116.74,0,6,6,92,37,T20,Batting,Batting
Kamran Akmal (PAK),2006-2017,58,53,6,987.0,73,21.0,825,119.63,0,5,7,100,31,T20,Batting,Batting
HG Munsey (SCOT),2015-2019,38,36,3,987.0,127*,29.9,640,154.21,1,5,4,114,45,T20,Batting,Batting
Samiullah Shinwari (AFG),2010-2019,62,55,10,985.0,61,21.88,829,118.81,0,2,2,73,37,T20,Batting,Batting
CL White (AUS),2007-2014,47,44,14,984.0,85*,32.8,740,132.97,0,5,3,71,44,T20,Batting,Batting
GC Smith (SA),2005-2011,33,33,2,982.0,89*,31.67,770,127.53,0,5,1,123,26,T20,Batting,Batting
Shaiman Anwar (UAE),2014-2019,32,32,3,971.0,117*,33.48,770,126.1,1,6,1,75,43,T20,Batting,Batting
Sabbir Rahman (BDESH),2014-2019,44,43,5,946.0,80,24.89,783,120.81,0,4,2,89,28,T20,Batting,Batting
G Gambhir (INDIA),2007-2012,37,36,2,932.0,75,27.41,783,119.02,0,7,2,109,10,T20,Batting,Batting
Najibullah Zadran (AFG),2012-2019,57,48,18,918.0,69*,30.6,663,138.46,0,3,1,60,48,T20,Batting,Batting
JE Root (ENG),2012-2019,32,30,5,893.0,90*,35.72,707,126.3,0,5,2,92,16,T20,Batting,Batting
MP O'Dowd (NL),2015-2019,36,35,2,866.0,69,26.24,718,120.61,0,6,0,83,19,T20,Batting,Batting
E Chigumbura (ZIM),2006-2019,54,53,9,852.0,54*,19.36,597,142.71,0,3,6,58,51,T20,Batting,Batting
E Lewis (WI),2016-2019,29,28,1,833.0,125*,30.85,544,153.12,2,5,3,54,67,T20,Batting,Batting
SC Williams (ZIM),2006-2019,38,38,5,821.0,66,24.87,630,130.31,0,6,4,75,24,T20,Batting,Batting
BRM Taylor (ZIM),2006-2019,38,38,5,818.0,75*,24.78,678,120.64,0,5,5,81,23,T20,Batting,Batting
Sarfaraz Ahmed (PAK),2010-2019,58,41,12,812.0,89*,28.0,641,126.67,0,3,2,79,15,T20,Batting,Batting
LD Chandimal (SL),2010-2018,54,47,4,800.0,58,18.6,766,104.43,0,4,0,73,16,T20,Batting,Batting
W Barresi (NL),2012-2019,42,41,6,799.0,75*,22.82,695,114.96,0,4,3,69,21,T20,Batting,Batting
Soumya Sarkar (BDESH),2015-2019,46,46,0,791.0,51,17.19,648,122.06,0,1,8,81,28,T20,Batting,Batting
A Balbirnie (IRE),2015-2019,37,33,2,790.0,83,25.48,593,133.22,0,4,3,94,12,T20,Batting,Batting
Misbah-ul-Haq (PAK),2007-2012,39,34,13,788.0,87*,37.52,715,110.2,0,3,2,45,26,T20,Batting,Batting
P Khadka (NEPAL),2014-2019,30,29,3,777.0,106*,29.88,602,129.06,1,4,3,79,26,T20,Batting,Batting
ADS Fletcher (WI),2008-2018,42,40,4,765.0,84*,21.25,707,108.2,0,6,6,54,37,T20,Batting,Batting
LJ Wright (ENG),2007-2014,51,45,5,759.0,99*,18.97,554,137.0,0,4,9,68,31,T20,Batting,Batting
Fakhar Zaman (PAK),2017-2019,34,33,0,756.0,91,22.9,553,136.7,0,4,2,86,22,T20,Batting,Batting
DJ Hussey (AUS),2008-2012,39,36,3,756.0,88*,22.9,623,121.34,0,3,4,41,34,T20,Batting,Batting
MH Cross (SCOT),2013-2019,43,35,6,755.0,66*,26.03,593,127.31,0,5,3,77,22,T20,Batting,Batting
JJ Roy (ENG),2014-2018,32,32,0,743.0,78,23.21,512,145.11,0,4,4,75,35,T20,Batting,Batting
SJ Myburgh (NL),2012-2019,33,32,2,741.0,71*,24.7,635,116.69,0,5,6,82,22,T20,Batting,Batting
J Charles (WI),2011-2016,34,33,0,724.0,84,21.93,595,121.68,0,4,4,84,26,T20,Batting,Batting
MEK Hussey (AUS),2005-2012,38,30,11,721.0,60*,37.94,529,136.29,0,4,1,58,25,T20,Batting,Batting
RS Bopara (ENG),2008-2014,38,35,10,711.0,65*,28.44,599,118.69,0,3,0,54,17,T20,Batting,Batting
CK Kapugedera (SL),2006-2017,43,38,7,703.0,50,22.67,591,118.95,0,1,0,58,25,T20,Batting,Batting
Muhammad Usman (UAE),2016-2019,34,32,5,695.0,89*,25.74,593,117.2,0,3,3,61,21,T20,Batting,Batting
CO Obuya (KENYA),2007-2019,35,33,6,691.0,75*,25.59,649,106.47,0,4,3,47,17,T20,Batting,Batting
TP Ura (PNG),2015-2019,23,23,5,671.0,107*,37.27,476,140.96,1,4,0,54,31,T20,Batting,Batting
JH Kallis (SA),2005-2012,25,23,4,666.0,73,35.05,558,119.35,0,5,0,56,20,T20,Batting,Batting
PW Borren (NL),2008-2017,43,38,5,638.0,57,19.33,524,121.75,0,1,2,60,18,T20,Batting,Batting
D Ramdin (WI),2006-2019,71,50,16,636.0,55*,18.7,551,115.42,0,1,3,51,19,T20,Batting,Batting
ST Jayasuriya (SL),2006-2011,31,30,3,629.0,88,23.29,487,129.15,0,4,4,76,23,T20,Batting,Batting
CJ Chibhabha (ZIM),2006-2018,33,32,0,621.0,67,19.4,570,108.94,0,5,3,72,12,T20,Batting,Batting
MR Swart (NL),2012-2016,26,25,2,621.0,89,27.0,537,115.64,0,4,1,53,16,T20,Batting,Batting
MN Waller (ZIM),2011-2018,32,31,8,613.0,68,26.65,443,138.37,0,1,2,42,28,T20,Batting,Batting
Rohan Mustafa (UAE),2014-2019,38,37,1,605.0,77,16.8,521,116.12,0,2,4,71,17,T20,Batting,Batting
JM Bairstow (ENG),2011-2019,34,29,6,603.0,68,26.21,450,134.0,0,3,2,56,25,T20,Batting,Batting
Jatinder Singh (OMAN),2015-2019,25,25,2,599.0,68*,26.04,535,111.96,0,3,1,63,6,T20,Batting,Batting
Salman Butt (PAK),2007-2010,24,23,2,595.0,74,28.33,551,107.98,0,3,1,66,10,T20,Batting,Batting
RR Hendricks (SA),2014-2019,22,22,0,593.0,74,26.95,487,121.76,0,4,2,71,8,T20,Batting,Batting
DJM Short (AUS),2018-2019,20,20,2,592.0,76,32.88,490,120.81,0,4,1,66,15,T20,Batting,Batting
MK Pandey (INDIA),2015-2019,32,27,12,587.0,79*,39.13,478,122.8,0,2,2,40,16,T20,Batting,Batting
DJG Sammy (WI/World),2007-2017,68,52,18,587.0,42*,17.26,398,147.48,0,0,3,45,31,T20,Batting,Batting
PD Collingwood (ENG/World),2005-2017,36,33,2,583.0,79,18.8,459,127.01,0,3,3,37,24,T20,Batting,Batting
DR Smith (WI),2006-2015,33,32,0,582.0,72,18.18,474,122.78,0,3,1,62,31,T20,Batting,Batting
SB Styris (NZ),2005-2010,31,29,2,578.0,66,21.4,483,119.66,0,1,0,40,25,T20,Batting,Batting
SPD Smith (AUS),2010-2019,36,28,7,577.0,90,27.47,448,128.79,0,4,1,53,12,T20,Batting,Batting
Nizakat Khan (HKG),2014-2019,34,32,0,576.0,62,18.0,478,120.5,0,2,4,51,19,T20,Batting,Batting
JA Morkel (SA),2005-2015,50,38,11,572.0,43,21.18,402,142.28,0,0,1,29,39,T20,Batting,Batting
MJ Lumb (ENG),2010-2014,27,27,1,552.0,63,21.23,413,133.65,0,3,1,64,21,T20,Batting,Batting
Zeeshan Maqsood (OMAN),2015-2019,29,25,4,542.0,56,25.8,481,112.68,0,2,2,66,12,T20,Batting,Batting
Babar Hayat (HKG),2014-2017,24,24,4,541.0,122,27.05,433,124.94,1,2,2,45,20,T20,Batting,Batting
Karim Sadiq (AFG),2010-2018,36,36,0,538.0,72,14.94,493,109.12,0,1,4,61,10,T20,Batting,Batting
RN ten Doeschate (NL),2008-2019,22,22,10,533.0,59,44.41,400,133.25,0,3,1,27,19,T20,Batting,Batting
C Kieswetter (ENG),2010-2012,25,25,1,526.0,63,21.91,470,111.91,0,3,2,47,23,T20,Batting,Batting
RR Patel (KENYA),2008-2019,30,26,4,526.0,55,23.9,414,127.05,0,3,1,31,31,T20,Batting,Batting
Hazratullah Zazai (AFG),2016-2019,13,13,1,519.0,162*,43.25,319,162.69,1,2,1,46,37,T20,Batting,Batting
F Behardien (SA),2012-2018,38,30,14,518.0,64*,32.37,404,128.21,0,1,1,37,16,T20,Batting,Batting
V Sibanda (ZIM),2007-2016,26,26,1,511.0,59,20.44,503,101.59,0,1,3,52,11,T20,Batting,Batting
Noor Ali Zadran (AFG),2010-2017,20,20,1,506.0,63,26.63,497,101.81,0,3,1,45,6,T20,Batting,Batting
Nawroz Mangal (AFG),2010-2017,32,32,4,505.0,65*,18.03,453,111.47,0,2,4,42,19,T20,Batting,Batting
Imran Nazir (PAK),2007-2012,25,24,1,500.0,72,21.73,370,135.13,0,3,2,59,22,T20,Batting,Batting
Liton Das (BDESH),2015-2019,25,25,0,497.0,61,19.88,360,138.05,0,2,2,44,22,T20,Batting,Batting
Shafiqullah (AFG),2010-2019,46,42,12,494.0,51*,16.46,340,145.29,0,1,5,35,31,T20,Batting,Batting
MJ Clarke (AUS),2005-2010,34,28,5,488.0,67,21.21,473,103.17,0,1,2,29,10,T20,Batting,Batting
CJ Anderson (NZ),2012-2018,31,24,4,485.0,94*,24.25,351,138.17,0,2,3,30,26,T20,Batting,Batting
G Malla (NEPAL),2014-2019,24,23,0,482.0,107,20.95,389,123.9,1,1,1,46,21,T20,Batting,Batting
C de Grandhomme (NZ),2012-2019,33,31,7,479.0,59,19.95,321,149.22,0,3,3,27,29,T20,Batting,Batting
TP Visee (NL),2015-2019,27,27,0,478.0,78,17.7,316,151.26,0,3,4,65,17,T20,Batting,Batting
MS Chapman (HKG/NZ),2014-2018,24,23,2,475.0,63*,22.61,416,114.18,0,1,0,38,13,T20,Batting,Batting
JDP Oram (NZ),2005-2012,36,30,7,474.0,66*,20.6,339,139.82,0,2,3,38,22,T20,Batting,Batting
GJ Bailey (AUS/World),2012-2017,30,26,7,473.0,63,24.89,346,136.7,0,2,1,37,20,T20,Batting,Batting
BKG Mendis (SL),2016-2019,24,24,0,473.0,79,19.7,353,133.99,0,5,2,40,21,T20,Batting,Batting
Gulbadin Naib (AFG),2012-2019,45,37,10,472.0,56*,17.48,393,120.1,0,1,3,33,22,T20,Batting,Batting
NJ O'Brien (IRE),2008-2016,30,28,2,466.0,50,17.92,475,98.1,0,1,0,40,7,T20,Batting,Batting
AD Russell (WI),2011-2018,47,39,13,465.0,47,17.88,329,141.33,0,0,6,30,32,T20,Batting,Batting
PM Seelaar (NL),2008-2019,69,40,11,464.0,96*,16.0,423,109.69,0,1,1,31,8,T20,Batting,Batting
JEC Franklin (NZ),2006-2013,38,31,8,463.0,60,20.13,391,118.41,0,2,2,28,23,T20,Batting,Batting
CR Ervine (ZIM),2010-2019,22,21,1,461.0,68*,23.05,454,101.54,0,3,1,43,13,T20,Batting,Batting
A Vala (PNG),2015-2019,26,24,4,460.0,68,23.0,427,107.72,0,2,0,39,13,T20,Batting,Batting
DJ Malan (ENG),2017-2019,9,9,1,458.0,103*,57.25,293,156.31,1,5,0,47,20,T20,Batting,Batting
JD Ryder (NZ),2008-2014,22,21,1,457.0,62,22.85,358,127.65,0,3,2,47,18,T20,Batting,Batting
RE van der Merwe (NL/SA),2009-2019,43,29,12,454.0,75*,26.7,345,131.59,0,2,4,36,13,T20,Batting,Batting
Khawar Ali (OMAN),2015-2019,29,28,0,453.0,50,16.17,482,93.98,0,1,2,48,12,T20,Batting,Batting
MD Gunathilaka (SL),2016-2019,21,21,0,452.0,57,21.52,365,123.83,0,2,0,49,12,T20,Batting,Batting
Mohammad Ashraful (BDESH),2007-2013,23,23,0,450.0,65,19.56,356,126.4,0,2,2,48,11,T20,Batting,Batting
Rameez Shahzad (UAE),2016-2019,22,21,3,449.0,54,24.94,404,111.13,0,1,2,37,13,T20,Batting,Batting
Usman Ghani (AFG),2015-2019,19,19,1,445.0,73,24.72,407,109.33,0,3,0,44,12,T20,Batting,Batting
Younis Khan (PAK),2006-2010,25,23,3,442.0,51,22.1,364,121.42,0,2,2,31,12,T20,Batting,Batting
NR Kumar (CAN),2012-2019,18,16,2,434.0,83,31.0,336,129.16,0,3,1,34,13,T20,Batting,Batting
MD Shanaka (SL),2015-2019,35,35,7,434.0,54,15.5,386,112.43,0,1,7,29,24,T20,Batting,Batting
N Dickwella (SL),2016-2019,23,22,0,429.0,68,19.5,309,138.83,0,1,2,57,8,T20,Batting,Batting
Muhammad Tanveer (QAT),2019-2019,15,15,4,428.0,57*,38.9,331,129.3,0,4,0,36,22,T20,Batting,Batting
PL Mommsen (SCOT),2012-2016,24,19,7,419.0,68*,34.91,329,127.35,0,2,1,32,11,T20,Batting,Batting
Syed Aziz (MAL),2019-2019,14,14,2,415.0,87,34.58,297,139.73,0,4,2,43,16,T20,Batting,Batting
RR Pant (INDIA),2017-2019,26,24,4,409.0,65*,20.45,336,121.72,0,2,3,28,18,T20,Batting,Batting
Aqib Ilyas (OMAN),2015-2019,22,22,4,408.0,60,22.66,356,114.6,0,2,1,47,7,T20,Batting,Batting
TH David (SGP),2019-2019,12,12,1,408.0,77,37.09,274,148.9,0,2,0,36,17,T20,Batting,Batting
MG Erasmus (NAM),2019-2019,16,14,3,407.0,72,37.0,293,138.9,0,4,0,33,20,T20,Batting,Batting
MW Machan (SCOT),2013-2016,13,13,3,407.0,67*,40.7,318,127.98,0,3,0,37,7,T20,Batting,Batting
WU Tharanga (SL),2006-2018,26,26,1,407.0,47,16.28,330,123.33,0,0,3,42,12,T20,Batting,Batting
Sikandar Raza (ZIM),2013-2019,32,30,0,406.0,59,13.53,384,105.72,0,1,0,34,8,T20,Batting,Batting
EC Joyce (ENG/IRE),2006-2014,18,15,3,405.0,78*,33.75,431,93.96,0,1,0,30,5,T20,Batting,Batting
TLW Cooper (NL),2012-2016,18,17,3,404.0,72*,28.85,306,132.02,0,2,2,38,16,T20,Batting,Batting
BJ Haddin (AUS),2006-2014,34,29,6,402.0,47,17.47,351,114.52,0,0,2,30,13,T20,Batting,Batting
RT Ponting (AUS),2005-2009,17,16,2,401.0,98*,28.64,302,132.78,0,2,2,41,11,T20,Batting,Batting
HH Gibbs (SA),2005-2010,23,23,1,400.0,90*,18.18,318,125.78,0,3,4,45,12,T20,Batting,Batting
KD Karthik (ICC/INDIA),2006-2019,32,26,14,399.0,48,33.25,278,143.52,0,0,2,42,15,T20,Batting,Batting
V Sehwag (INDIA),2006-2012,19,18,0,394.0,68,21.88,271,145.38,0,2,1,43,16,T20,Batting,Batting
Abdul Razzaq (PAK),2006-2013,32,29,10,393.0,46*,20.68,337,116.61,0,0,2,21,21,T20,Batting,Batting
Rizwan Cheema (CAN),2008-2019,24,24,2,389.0,72,17.68,314,123.88,0,2,5,33,28,T20,Batting,Batting
SJ Baard (NAM),2019-2019,13,13,2,387.0,92,35.18,305,126.88,0,4,1,32,13,T20,Batting,Batting
AA Obanda (KENYA),2007-2019,30,28,2,381.0,79,14.65,362,105.24,0,1,5,49,7,T20,Batting,Batting
CJA Amini (PNG),2015-2019,23,18,4,377.0,60,26.92,324,116.35,0,2,2,16,13,T20,Batting,Batting
Mashrafe Mortaza (BDESH),2006-2017,54,39,11,377.0,36,13.46,277,136.1,0,0,6,28,23,T20,Batting,Batting
AM Rahane (INDIA),2011-2016,20,20,2,375.0,61,20.83,331,113.29,0,1,2,32,6,T20,Batting,Batting
J Rasu (VAN),2019-2019,13,13,0,374.0,74,28.76,338,110.65,0,2,0,27,16,T20,Batting,Batting
Hussain Talat (PAK),2018-2019,14,14,1,371.0,63,28.53,309,120.06,0,2,1,35,5,T20,Batting,Batting
Nasir Hossain (BDESH),2011-2016,31,24,4,370.0,50*,18.5,326,113.49,0,2,2,30,7,T20,Batting,Batting
JW Jenner (JER),2019-2019,17,17,2,365.0,71,24.33,299,122.07,0,3,2,24,14,T20,Batting,Batting
PJ Moor (ZIM),2016-2019,21,19,4,364.0,92*,24.26,286,127.27,0,1,0,22,24,T20,Batting,Batting
Nasir Jamshed (PAK),2012-2013,18,18,1,363.0,56,21.35,320,113.43,0,2,1,34,12,T20,Batting,Batting
NS Dhaliwal (CAN),2019-2019,12,11,2,361.0,69,40.11,291,124.05,0,3,0,22,16,T20,Batting,Batting
Sharjeel Khan (PAK),2013-2016,15,15,0,360.0,59,24.0,262,137.4,0,2,0,48,13,T20,Batting,Batting
L Ronchi (AUS/ICC/NZ),2008-2018,33,26,6,359.0,51*,17.95,256,140.23,0,1,5,30,14,T20,Batting,Batting
R Sandaruwan (KUW),2019-2019,10,10,1,358.0,103,39.77,216,165.74,1,2,2,29,24,T20,Batting,Batting
S Bau (PNG),2016-2019,23,17,3,356.0,40*,25.42,338,105.32,0,0,1,21,11,T20,Batting,Batting
Anamul Haque (BDESH),2012-2015,13,13,2,355.0,58,32.27,301,117.94,0,1,1,38,12,T20,Batting,Batting
KD Shah (HKG),2014-2019,26,22,3,351.0,79,18.47,340,103.23,0,2,3,26,10,T20,Batting,Batting
SW Billings (ENG/ICC),2015-2019,26,23,3,348.0,87,17.4,255,136.47,0,2,1,33,11,T20,Batting,Batting
S Chandramohan (SGP),2019-2019,12,12,1,348.0,66,31.63,292,119.17,0,3,3,33,15,T20,Batting,Batting
OA Shah (ENG),2007-2009,17,15,1,347.0,55*,24.78,284,122.18,0,1,0,26,13,T20,Batting,Batting
SO Tikolo (KENYA),2007-2013,15,15,3,345.0,56*,28.75,281,122.77,0,2,3,46,6,T20,Batting,Batting
S Chanderpaul (WI),2006-2010,22,22,5,343.0,41,20.17,347,98.84,0,0,0,34,5,T20,Batting,Batting
DM Bravo (WI),2010-2019,20,18,1,340.0,43*,20.0,317,107.25,0,0,3,28,13,T20,Batting,Batting
JM Vince (ENG),2015-2019,12,12,0,340.0,59,28.33,275,123.63,0,1,0,34,9,T20,Batting,Batting
A Symonds (AUS),2005-2009,14,11,4,337.0,85*,48.14,199,169.34,0,2,2,33,10,T20,Batting,Batting
N Davin (NAM),2019-2019,16,16,1,335.0,54,22.33,216,155.09,0,1,1,33,15,T20,Batting,Batting
SA Edwards (NL),2018-2019,29,22,8,334.0,42*,23.85,229,145.85,0,0,1,33,6,T20,Batting,Batting
Asif Ali (PAK),2018-2019,25,24,6,331.0,41*,18.38,258,128.29,0,0,1,15,19,T20,Batting,Batting
Faisal Javed (QAT),2019-2019,15,15,0,330.0,61,22.0,212,155.66,0,2,1,45,11,T20,Batting,Batting
SR Thompson (IRE),2014-2019,41,30,8,328.0,56,14.9,254,129.13,0,1,1,23,14,T20,Batting,Batting
RJ Nicol (NZ),2010-2013,21,19,0,327.0,58,17.21,296,110.47,0,2,2,33,11,T20,Batting,Batting
RR Rossouw (SA),2014-2016,15,14,3,327.0,78,29.72,237,137.97,0,2,2,29,12,T20,Batting,Batting
Aamir Kaleem (OMAN),2015-2019,25,22,4,325.0,46*,18.05,306,106.2,0,0,4,26,9,T20,Batting,Batting
LE Bosman (SA),2006-2010,14,14,1,323.0,94,24.84,219,147.48,0,3,2,27,20,T20,Batting,Batting
Anshuman Rath (HKG),2015-2017,20,19,2,321.0,44,18.88,344,93.31,0,0,1,31,2,T20,Batting,Batting
N Vanua (PNG),2015-2019,25,22,8,321.0,54,22.92,211,152.13,0,1,4,12,23,T20,Batting,Batting
TM Head (AUS),2016-2018,16,15,3,319.0,48*,26.58,245,130.2,0,0,0,19,10,T20,Batting,Batting
TL Seifert (NZ),2018-2019,19,18,1,316.0,84,18.58,228,138.59,0,1,2,22,21,T20,Batting,Batting
BDH Stevens (JER),2019-2019,17,17,1,316.0,44,19.75,315,100.31,0,0,1,30,6,T20,Batting,Batting
GJ Delany (IRE),2019-2019,17,15,3,314.0,89*,26.16,206,152.42,0,2,0,28,12,T20,Batting,Batting
N Nipiko (VAN),2019-2019,14,14,2,312.0,62,26.0,297,105.05,0,2,1,16,13,T20,Batting,Batting
N Pooran (WI),2016-2019,16,16,3,312.0,58,24.0,247,126.31,0,2,1,24,17,T20,Batting,Batting
R Powell (WI),2017-2019,23,18,3,311.0,54,20.73,250,124.4,0,2,1,26,13,T20,Batting,Batting
Virandeep Singh (MAL),2019-2019,12,12,0,311.0,57,25.91,309,100.64,0,1,1,27,7,T20,Batting,Batting
CR Brathwaite (WI),2011-2019,41,27,6,310.0,37*,14.76,274,113.13,0,0,3,13,22,T20,Batting,Batting
HH Pandya (INDIA),2016-2019,40,25,6,310.0,33*,16.31,210,147.61,0,0,2,18,19,T20,Batting,Batting
