Player,Span,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Format,Category,Type
RD King (WI),1998-2005,50,50,2603,1807,76.0,4/25,23.77,4.16,34.2,2,0,ODI,Bowling,Bowling
Mahmudullah (BDESH),2007-2019,185,134,4090,3527,76.0,3/4,46.4,5.17,53.8,0,0,ODI,Bowling,Bowling
RJ Ratnayake (SL),1982-1993,70,70,3575,2712,76.0,5/32,35.68,4.55,47.0,1,1,ODI,Bowling,Bowling
GB Brent (ZIM),1996-2008,70,69,3390,2776,75.0,4/22,37.01,4.91,45.2,3,0,ODI,Bowling,Bowling
RJ Peterson (SA),2002-2014,79,74,3278,2680,75.0,4/12,35.73,4.9,43.7,3,0,ODI,Bowling,Bowling
S Sreesanth (INDIA),2005-2011,53,52,2476,2508,75.0,6/55,33.44,6.07,33.0,2,1,ODI,Bowling,Bowling
HMRKB Herath (SL),2004-2015,71,67,3242,2362,74.0,4/20,31.91,4.37,43.8,1,0,ODI,Bowling,Bowling
TJ Murtagh (IRE),2012-2019,58,57,3020,2290,74.0,5/21,30.94,4.54,40.8,4,1,ODI,Bowling,Bowling
W Watson (NZ),1986-1994,61,61,3251,2247,74.0,4/27,30.36,4.14,43.9,1,0,ODI,Bowling,Bowling
AR Border (AUS),1979-1994,273,87,2661,2071,73.0,3/20,28.36,4.66,36.4,0,0,ODI,Bowling,Bowling
RS Kalpage (SL),1992-1999,86,81,3960,2975,73.0,4/36,40.75,4.5,54.2,2,0,ODI,Bowling,Bowling
S Madan Lal (INDIA),1974-1987,67,64,3164,2137,73.0,4/20,29.27,4.05,43.3,2,0,ODI,Bowling,Bowling
J Botha (Afr/SA),2005-2012,78,75,3823,2916,72.0,4/19,40.5,4.57,53.0,1,0,ODI,Bowling,Bowling
GS Chappell (AUS),1971-1983,74,67,3108,2097,72.0,5/15,29.12,4.04,43.1,0,2,ODI,Bowling,Bowling
JR Hazlewood (AUS),2010-2018,44,43,2294,1811,72.0,6/52,25.15,4.73,31.8,1,3,ODI,Bowling,Bowling
PL Symcox (SA),1993-1999,80,80,3991,2762,72.0,4/28,38.36,4.15,55.4,1,0,ODI,Bowling,Bowling
DBL Powell (WI),2002-2009,55,55,2850,2239,71.0,4/27,31.53,4.71,40.1,2,0,ODI,Bowling,Bowling
Sohail Tanvir (PAK),2007-2014,62,60,2949,2566,71.0,5/48,36.14,5.22,41.5,3,1,ODI,Bowling,Bowling
SC Williams (ZIM),2005-2019,131,107,4080,3300,71.0,4/43,46.47,4.85,57.4,1,0,ODI,Bowling,Bowling
EA Brandes (ZIM),1987-1999,59,59,2828,2266,70.0,5/28,32.37,4.8,40.4,1,2,ODI,Bowling,Bowling
BM McMillan (SA),1991-1998,78,75,3623,2589,70.0,4/32,36.98,4.28,51.7,1,0,ODI,Bowling,Bowling
NN Odhiambo (KENYA),2006-2014,69,67,2808,2585,70.0,4/61,36.92,5.52,40.1,1,0,ODI,Bowling,Bowling
AD Russell (WI),2011-2019,56,55,2290,2229,70.0,4/35,31.84,5.84,32.7,5,0,ODI,Bowling,Bowling
BA Stokes (ENG),2011-2019,95,80,2912,2920,70.0,5/61,41.71,6.01,41.6,1,1,ODI,Bowling,Bowling
AR Caddick (ENG),1993-2003,54,53,2937,1965,69.0,4/19,28.47,4.01,42.5,3,0,ODI,Bowling,Bowling
JP Duminy (SA),2004-2019,199,135,3513,3143,69.0,4/16,45.55,5.36,50.9,1,0,ODI,Bowling,Bowling
SB Joshi (INDIA),1996-2001,69,67,3386,2509,69.0,5/6,36.36,4.44,49.0,1,1,ODI,Bowling,Bowling
MJ Santner (NZ),2015-2019,69,64,3079,2510,69.0,5/50,36.37,4.89,44.6,0,1,ODI,Bowling,Bowling
Shafiul Islam (BDESH),2010-2019,59,59,2486,2453,69.0,4/21,35.55,5.92,36.0,4,0,ODI,Bowling,Bowling
RP Singh (INDIA),2005-2011,58,57,2565,2343,69.0,4/35,33.95,5.48,37.1,2,0,ODI,Bowling,Bowling
RR Singh (INDIA),1989-2001,136,117,3734,2985,69.0,5/22,43.26,4.79,54.1,0,2,ODI,Bowling,Bowling
CPH Ramanayake (SL),1986-1995,62,62,2864,2049,68.0,4/17,30.13,4.29,42.1,1,0,ODI,Bowling,Bowling
HA Varaiya (KENYA),2006-2014,63,60,2951,2048,68.0,4/25,30.11,4.16,43.3,2,0,ODI,Bowling,Bowling
MA Ealham (ENG),1996-2001,64,62,3227,2197,67.0,5/15,32.79,4.08,48.1,1,2,ODI,Bowling,Bowling
LH Ferguson (NZ),2016-2019,36,36,1902,1719,67.0,5/45,25.65,5.42,28.3,2,1,ODI,Bowling,Bowling
JR Hopes (AUS),2005-2010,84,75,3157,2384,67.0,5/14,35.58,4.53,47.1,0,1,ODI,Bowling,Bowling
MS Kasprowicz (AUS),1995-2005,43,42,2225,1674,67.0,5/45,24.98,4.51,33.2,1,2,ODI,Bowling,Bowling
Khaled Mahmud (BDESH),1998-2006,77,75,3385,2865,67.0,4/19,42.76,5.07,50.5,1,0,ODI,Bowling,Bowling
C Sharma (INDIA),1983-1994,65,63,2835,2336,67.0,3/22,34.86,4.94,42.3,0,0,ODI,Bowling,Bowling
DT Johnston (IRE),2006-2013,67,63,2930,2115,66.0,5/14,32.04,4.33,44.3,1,1,ODI,Bowling,Bowling
CC Lewis (ENG),1990-1998,53,49,2625,1942,66.0,4/30,29.42,4.43,39.7,4,0,ODI,Bowling,Bowling
Maninder Singh (INDIA),1983-1993,59,57,3133,2066,66.0,4/22,31.3,3.95,47.4,1,0,ODI,Bowling,Bowling
T Panyangara (ZIM),2004-2016,65,65,3242,3024,65.0,3/28,46.52,5.59,49.8,0,0,ODI,Bowling,Bowling
AL Phehlukwayo (SA),2016-2019,52,50,2077,1936,65.0,4/22,29.78,5.59,31.9,3,0,ODI,Bowling,Bowling
C White (ENG),1994-2003,51,50,2364,1726,65.0,5/21,26.55,4.38,36.3,1,1,ODI,Bowling,Bowling
A Zampa (AUS),2016-2019,48,48,2480,2363,65.0,4/43,36.35,5.71,38.1,1,0,ODI,Bowling,Bowling
A Mishra (INDIA),2003-2016,36,34,1917,1511,64.0,6/48,23.6,4.72,29.9,2,2,ODI,Bowling,Bowling
DJ Nash (NZ),1992-2002,81,78,3416,2622,64.0,4/38,40.96,4.6,53.3,1,0,ODI,Bowling,Bowling
SM Sharif (SCOT),2011-2019,44,44,2129,1776,64.0,5/33,27.75,5.0,33.2,2,1,ODI,Bowling,Bowling
AR Cusack (IRE),2007-2015,59,52,1953,1510,63.0,5/20,23.96,4.63,31.0,1,1,ODI,Bowling,Bowling
NM Hauritz (AUS),2002-2011,58,56,2724,2152,63.0,4/29,34.15,4.74,43.2,2,0,ODI,Bowling,Bowling
NL McCullum (NZ),2009-2015,84,81,3536,2956,63.0,3/24,46.92,5.01,56.1,0,0,ODI,Bowling,Bowling
Mujeeb Ur Rahman (AFG),2017-2019,40,39,2153,1414,63.0,5/50,22.44,3.94,34.1,2,1,ODI,Bowling,Bowling
AD Mullally (ENG),1996-2001,50,49,2699,1728,63.0,4/18,27.42,3.84,42.8,2,0,ODI,Bowling,Bowling
SLV Raju (INDIA),1990-1996,53,52,2770,2014,63.0,4/46,31.96,4.36,43.9,2,0,ODI,Bowling,Bowling
BA Reid (AUS),1986-1992,61,61,3250,2203,63.0,5/53,34.96,4.06,51.5,0,1,ODI,Bowling,Bowling
Sarfraz Nawaz (PAK),1973-1984,45,45,2412,1463,63.0,4/27,23.22,3.63,38.2,4,0,ODI,Bowling,Bowling
DE Bollinger (AUS),2009-2011,39,39,1942,1482,62.0,5/35,23.9,4.57,31.3,3,2,ODI,Bowling,Bowling
SW Tait (AUS),2007-2011,35,34,1688,1461,62.0,4/39,23.56,5.19,27.2,2,0,ODI,Bowling,Bowling
DT Hondo (ZIM),2001-2005,56,56,2381,2171,61.0,4/37,35.59,5.47,39.0,3,0,ODI,Bowling,Bowling
DR Smith (WI),2004-2015,105,73,2726,2285,61.0,5/45,37.45,5.02,44.6,3,1,ODI,Bowling,Bowling
Syed Rasel (BDESH),2005-2010,52,52,2657,2051,61.0,4/22,33.62,4.63,43.5,1,0,ODI,Bowling,Bowling
MA Wood (ENG),2015-2019,51,50,2585,2385,61.0,4/33,39.09,5.53,42.3,2,0,ODI,Bowling,Bowling
CJ Anderson (NZ),2013-2017,49,43,1485,1502,60.0,5/63,25.03,6.06,24.7,2,1,ODI,Bowling,Bowling
FH Edwards (WI),2003-2009,50,49,2138,1812,60.0,6/22,30.2,5.08,35.6,0,2,ODI,Bowling,Bowling
RM Haq (SCOT),2006-2015,54,51,2633,1975,60.0,5/54,32.91,4.5,43.8,2,1,ODI,Bowling,Bowling
JC Tredwell (ENG),2010-2015,45,44,2104,1666,60.0,4/41,27.76,4.75,35.0,3,0,ODI,Bowling,Bowling
ALF de Mel (SL),1982-1987,57,57,2735,2237,59.0,5/32,37.91,4.9,46.3,1,2,ODI,Bowling,Bowling
NA Foster (ENG),1984-1989,48,48,2627,1836,59.0,3/20,31.11,4.19,44.5,0,0,ODI,Bowling,Bowling
Gulbadin Naib (AFG),2011-2019,65,60,2194,1968,59.0,6/43,33.35,5.38,37.1,2,1,ODI,Bowling,Bowling
Hamid Hassan (AFG),2009-2019,38,37,1734,1330,59.0,5/45,22.54,4.6,29.3,2,1,ODI,Bowling,Bowling
JDS Neesham (NZ),2013-2019,59,55,1772,1814,59.0,5/31,30.74,6.14,30.0,2,1,ODI,Bowling,Bowling
Shadab Khan (PAK),2017-2019,43,41,2088,1750,59.0,4/28,29.66,5.02,35.3,3,0,ODI,Bowling,Bowling
Sikandar Raza (ZIM),2013-2019,97,71,2846,2269,59.0,3/21,38.45,4.78,48.2,0,0,ODI,Bowling,Bowling
Tapash Baisya (BDESH),2002-2007,56,56,2608,2452,59.0,4/16,41.55,5.64,44.2,2,0,ODI,Bowling,Bowling
KM Jarvis (ZIM),2009-2019,49,49,2362,2088,58.0,4/17,36.0,5.3,40.7,2,0,ODI,Bowling,Bowling
HK Olonga (ZIM),1995-2003,50,49,2059,1977,58.0,6/19,34.08,5.76,35.5,2,2,ODI,Bowling,Bowling
GC Small (ENG),1987-1992,53,53,2793,1942,58.0,4/31,33.48,4.17,48.1,1,0,ODI,Bowling,Bowling
Mudassar Bukhari (NL),2007-2014,46,46,2036,1601,57.0,3/17,28.08,4.71,35.7,0,0,ODI,Bowling,Bowling
MJ Clarke (AUS),2003-2015,245,106,2585,2146,57.0,5/35,37.64,4.98,45.3,1,1,ODI,Bowling,Bowling
GRJ Matthews (AUS),1984-1993,59,54,2808,2004,57.0,3/27,35.15,4.28,49.2,0,0,ODI,Bowling,Bowling
DS Mohanty (INDIA),1997-2001,45,44,1996,1662,57.0,4/56,29.15,4.99,35.0,1,0,ODI,Bowling,Bowling
T Mupariwa (ZIM),2004-2016,40,40,2019,1690,57.0,4/39,29.64,5.02,35.4,3,0,ODI,Bowling,Bowling
Arshad Khan (PAK),1993-2006,58,56,2823,1948,56.0,4/33,34.78,4.14,50.4,1,0,ODI,Bowling,Bowling
R Telemachus (SA),1998-2006,37,37,1918,1565,56.0,4/43,27.94,4.89,34.2,1,0,ODI,Bowling,Bowling
XJ Doherty (AUS),2010-2015,60,56,2792,2224,55.0,4/28,40.43,4.77,50.7,3,0,ODI,Bowling,Bowling
AF Giles (ENG),1997-2005,62,57,2856,2069,55.0,5/57,37.61,4.34,51.9,0,1,ODI,Bowling,Bowling
Tauseef Ahmed (PAK),1982-1990,70,67,3250,2247,55.0,4/38,40.85,4.14,59.0,1,0,ODI,Bowling,Bowling
RN ten Doeschate (NL),2006-2011,33,33,1580,1327,55.0,4/31,24.12,5.03,28.7,3,0,ODI,Bowling,Bowling
JR Thomson (AUS),1975-1985,50,50,2696,1942,55.0,4/67,35.3,4.32,49.0,1,0,ODI,Bowling,Bowling
JV Coney (NZ),1979-1987,88,70,2931,2039,54.0,4/46,37.75,4.17,54.2,1,0,ODI,Bowling,Bowling
N Pradeep (SL),2012-2019,42,40,1996,1998,54.0,4/31,37.0,6.0,36.9,2,0,ODI,Bowling,Bowling
HH Pandya (INDIA),2016-2019,54,53,2368,2195,54.0,3/31,40.64,5.56,43.8,0,0,ODI,Bowling,Bowling
AR Adams (NZ),2001-2007,42,40,1885,1643,53.0,5/22,31.0,5.22,35.5,2,1,ODI,Bowling,Bowling
SR Clark (AUS),2005-2009,39,38,1829,1477,53.0,4/54,27.86,4.84,34.5,2,0,ODI,Bowling,Bowling
Mohammad Naveed (UAE),2014-2019,39,39,1938,1757,53.0,5/28,33.15,5.43,36.5,0,1,ODI,Bowling,Bowling
LS Pascoe (AUS),1977-1982,29,28,1568,1066,53.0,5/30,20.11,4.07,29.5,4,1,ODI,Bowling,Bowling
SMSM Senanayake (SL),2012-2015,49,47,2358,1874,53.0,4/13,35.35,4.76,44.4,1,0,ODI,Bowling,Bowling
GI Allott (NZ),1997-2000,31,31,1528,1207,52.0,4/35,23.21,4.73,29.3,4,0,ODI,Bowling,Bowling
NM Coulter-Nile (AUS),2013-2019,32,32,1678,1555,52.0,4/48,29.9,5.56,32.2,1,0,ODI,Bowling,Bowling
KSC de Silva (SL),1996-2000,38,37,1619,1323,52.0,3/18,25.44,4.9,31.1,0,0,ODI,Bowling,Bowling
DS Lehmann (AUS),1996-2005,117,62,1793,1445,52.0,4/7,27.78,4.83,34.4,1,0,ODI,Bowling,Bowling
TM Moody (AUS),1987-1999,76,66,2797,2014,52.0,3/25,38.73,4.32,53.7,0,0,ODI,Bowling,Bowling
KA Pollard (WI),2007-2019,107,74,2116,2025,52.0,3/27,38.94,5.74,40.6,0,0,ODI,Bowling,Bowling
DJ Willey (ENG),2015-2019,46,45,1971,1889,52.0,4/34,36.32,5.75,37.9,2,0,ODI,Bowling,Bowling
A Dananjaya (SL),2012-2019,36,34,1773,1506,51.0,6/29,29.52,5.09,34.7,2,2,ODI,Bowling,Bowling
VC Drakes (WI),1995-2004,34,34,1640,1293,51.0,5/33,25.35,4.73,32.1,3,2,ODI,Bowling,Bowling
BJ McCarthy (IRE),2016-2019,27,27,1389,1360,51.0,5/46,26.66,5.87,27.2,2,1,ODI,Bowling,Bowling
AM Blignaut (ZIM),1999-2010,54,53,2348,2063,50.0,4/43,41.26,5.27,46.9,2,0,ODI,Bowling,Bowling
GJ Maxwell (AUS),2012-2019,110,86,2698,2525,50.0,4/46,50.5,5.61,53.9,2,0,ODI,Bowling,Bowling
JA Morkel (Afr/SA),2004-2012,58,52,2073,1899,50.0,4/29,37.98,5.49,41.4,2,0,ODI,Bowling,Bowling
PM Seelaar (NL),2006-2019,41,41,1901,1476,50.0,4/15,29.52,4.65,38.0,1,0,ODI,Bowling,Bowling
T Thushara (SL),2008-2010,38,38,1676,1393,50.0,5/47,27.86,4.98,33.5,0,1,ODI,Bowling,Bowling
JH Davey (SCOT),2010-2019,31,29,1301,1082,49.0,6/28,22.08,4.99,26.5,1,2,ODI,Bowling,Bowling
CD McMillan (NZ),1997-2007,197,74,1879,1717,49.0,3/20,35.04,5.48,38.3,0,0,ODI,Bowling,Bowling
AR Nurse (WI),2016-2019,54,49,2384,2125,49.0,4/51,43.36,5.34,48.6,2,0,ODI,Bowling,Bowling
JS Patel (NZ),2005-2017,43,42,2014,1691,49.0,3/11,34.51,5.03,41.1,0,0,ODI,Bowling,Bowling
GR Dilley (ENG),1979-1988,36,36,2043,1291,48.0,4/23,26.89,3.79,42.5,3,0,ODI,Bowling,Bowling
JK Kamande (KENYA),1999-2011,86,71,2619,2169,48.0,4/36,45.18,4.96,54.5,1,0,ODI,Bowling,Bowling
S Lee (AUS),1995-2001,45,43,1706,1245,48.0,5/33,25.93,4.37,35.5,1,1,ODI,Bowling,Bowling
JF Mooney (IRE),2006-2015,64,50,1797,1635,48.0,4/27,34.06,5.45,37.4,2,0,ODI,Bowling,Bowling
CH Morris (SA),2013-2019,42,40,1894,1756,48.0,4/31,36.58,5.56,39.4,2,0,ODI,Bowling,Bowling
ARC Fraser (ENG),1989-1999,42,42,2392,1412,47.0,4/22,30.04,3.54,50.8,1,0,ODI,Bowling,Bowling
Shahadat Hossain (BDESH),2006-2013,51,50,2198,2143,47.0,3/34,45.59,5.84,46.7,0,0,ODI,Bowling,Bowling
M Amarnath (INDIA),1975-1989,85,64,2730,1971,46.0,3/12,42.84,4.33,59.3,0,0,ODI,Bowling,Bowling
PW Borren (NL),2006-2014,58,51,1979,1620,46.0,4/32,35.21,4.91,43.0,1,0,ODI,Bowling,Bowling
N Chopra (INDIA),1998-2000,39,37,1835,1286,46.0,5/21,27.95,4.2,39.8,1,1,ODI,Bowling,Bowling
AC Evans (SCOT),2009-2019,36,35,1678,1499,46.0,4/41,32.58,5.35,36.4,2,0,ODI,Bowling,Bowling
NAM McLean (WI),1996-2003,45,45,2120,1729,46.0,3/21,37.58,4.89,46.0,0,0,ODI,Bowling,Bowling
Mirwais Ashraf (AFG),2009-2016,46,45,2009,1360,46.0,4/35,29.56,4.06,43.6,1,0,ODI,Bowling,Bowling
Mohammad Asif (Asia/PAK),2005-2010,38,36,1941,1524,46.0,3/28,33.13,4.71,42.1,0,0,ODI,Bowling,Bowling
SB O'Connor (NZ),1997-2000,38,38,1487,1396,46.0,5/39,30.34,5.63,32.3,1,2,ODI,Bowling,Bowling
Samiullah Shinwari (AFG),2009-2019,84,65,2111,1729,46.0,4/31,37.58,4.91,45.8,1,0,ODI,Bowling,Bowling
BC Strang (ZIM),1995-2001,49,48,2494,1718,46.0,6/20,37.34,4.13,54.2,1,1,ODI,Bowling,Bowling
MR Whitney (AUS),1983-1993,38,38,2106,1249,46.0,4/34,27.15,3.55,45.7,2,0,ODI,Bowling,Bowling
RDB Croft (ENG),1996-2001,50,49,2466,1743,45.0,3/51,38.73,4.24,54.8,0,0,ODI,Bowling,Bowling
GF Labrooy (SL),1986-1992,44,44,2308,1876,45.0,5/57,41.68,4.87,51.2,1,1,ODI,Bowling,Bowling
NO Miller (WI),2008-2018,50,46,2125,1660,45.0,4/43,36.88,4.68,47.2,2,0,ODI,Bowling,Bowling
CM Old (ENG),1973-1981,32,31,1755,999,45.0,4/8,22.2,3.41,39.0,2,0,ODI,Bowling,Bowling
H Osinde (CAN),2006-2013,42,41,1692,1389,45.0,4/26,30.86,4.92,37.6,2,0,ODI,Bowling,Bowling
AR Patel (INDIA),2014-2017,38,35,1908,1409,45.0,3/34,31.31,4.43,42.4,0,0,ODI,Bowling,Bowling
DN Patel (NZ),1987-1997,75,69,3251,2261,45.0,3/22,50.24,4.17,72.2,0,0,ODI,Bowling,Bowling
EC Rainsford (ZIM),2004-2010,39,39,1907,1401,45.0,5/36,31.13,4.4,42.3,1,1,ODI,Bowling,Bowling
Taskin Ahmed (BDESH),2014-2017,32,31,1413,1401,45.0,5/28,31.13,5.94,31.4,2,1,ODI,Bowling,Bowling
AR Whittall (ZIM),1996-2000,63,62,3085,2251,45.0,3/23,50.02,4.37,68.5,0,0,ODI,Bowling,Bowling
HS Baidwan (CAN),2008-2014,32,32,1551,1348,44.0,3/19,30.63,5.21,35.2,0,0,ODI,Bowling,Bowling
SP Davis (AUS),1986-1988,39,39,2016,1133,44.0,3/10,25.75,3.37,45.8,0,0,ODI,Bowling,Bowling
S Elworthy (SA),1998-2002,39,37,1702,1235,44.0,3/17,28.06,4.35,38.6,0,0,ODI,Bowling,Bowling
AH Gray (WI),1985-1991,25,24,1270,835,44.0,6/50,18.97,3.94,28.8,2,1,ODI,Bowling,Bowling
RJ Harris (AUS),2009-2012,21,20,1031,832,44.0,5/19,18.9,4.84,23.4,0,3,ODI,Bowling,Bowling
VJ Marks (ENG),1980-1988,34,32,1838,1135,44.0,5/20,25.79,3.7,41.7,0,2,ODI,Bowling,Bowling
MR Marsh (AUS),2011-2018,53,50,1700,1564,44.0,5/33,35.54,5.52,38.6,1,1,ODI,Bowling,Bowling
Nazmul Hossain (BDESH),2004-2012,38,37,1649,1386,44.0,4/40,31.5,5.04,37.4,1,0,ODI,Bowling,Bowling
DR Pringle (ENG),1982-1993,44,44,2379,1677,44.0,4/42,38.11,4.22,54.0,1,0,ODI,Bowling,Bowling
RP Snell (SA),1991-1996,42,42,2095,1574,44.0,5/40,35.77,4.5,47.6,2,1,ODI,Bowling,Bowling
DP Viljoen (ZIM),1997-2001,53,46,2075,1639,44.0,3/20,37.25,4.73,47.1,0,0,ODI,Bowling,Bowling
JC Adams (WI),1992-2001,127,56,1856,1499,43.0,5/37,34.86,4.84,43.1,0,1,ODI,Bowling,Bowling
CR Brathwaite (WI),2011-2019,44,40,1825,1766,43.0,5/27,41.06,5.8,42.4,2,1,ODI,Bowling,Bowling
CJ Jordan (ENG),2013-2016,31,31,1532,1521,43.0,5/29,35.37,5.95,35.6,0,1,ODI,Bowling,Bowling
Shapoor Zadran (AFG),2009-2019,44,44,1983,1589,43.0,4/24,36.95,4.8,46.1,2,0,ODI,Bowling,Bowling
PR Stirling (IRE),2008-2019,114,73,2392,1902,43.0,6/55,44.23,4.77,55.6,1,1,ODI,Bowling,Bowling
MA Suji (KENYA),1996-2006,64,64,2952,2190,43.0,4/24,50.93,4.45,68.6,1,0,ODI,Bowling,Bowling
KLT Arthurton (WI),1988-1999,105,44,1384,1159,42.0,4/31,27.59,5.02,32.9,3,0,ODI,Bowling,Bowling
AC Botha (IRE),2006-2011,42,33,1560,1134,42.0,4/19,27.0,4.36,37.1,2,0,ODI,Bowling,Bowling
JW Hastings (AUS),2010-2017,29,29,1486,1256,42.0,6/45,29.9,5.07,35.3,1,1,ODI,Bowling,Bowling
Imad Wasim (PAK),2015-2019,53,51,2313,1865,42.0,5/14,44.4,4.83,55.0,0,1,ODI,Bowling,Bowling
AR McBrine (IRE),2014-2019,42,40,2045,1489,42.0,3/38,35.45,4.36,48.6,0,0,ODI,Bowling,Bowling
SA Thomson (NZ),1990-1996,56,51,2121,1602,42.0,3/14,38.14,4.53,50.5,0,0,ODI,Bowling,Bowling
Aftab Alam (AFG),2010-2019,27,27,1257,1033,41.0,4/25,25.19,4.93,30.6,1,0,ODI,Bowling,Bowling
JAR Blain (SCOT),1999-2009,33,32,1329,1173,41.0,5/22,28.6,5.29,32.4,1,1,ODI,Bowling,Bowling
DG Cork (ENG),1992-2002,32,32,1772,1368,41.0,3/27,33.36,4.63,43.2,0,0,ODI,Bowling,Bowling
CE Cuffy (WI),1994-2002,41,41,2153,1436,41.0,4/24,35.02,4.0,52.5,1,0,ODI,Bowling,Bowling
S Dhaniram (CAN),2006-2010,44,41,1769,1240,41.0,5/32,30.24,4.2,43.1,1,1,ODI,Bowling,Bowling
SM Ervine (ZIM),2001-2004,42,40,1649,1561,41.0,3/29,38.07,5.67,40.2,0,0,ODI,Bowling,Bowling
HA Gomes (WI),1978-1987,83,36,1345,1045,41.0,4/31,25.48,4.66,32.8,2,0,ODI,Bowling,Bowling
AF Milne (NZ),2012-2017,40,39,1801,1581,41.0,3/49,38.56,5.26,43.9,0,0,ODI,Bowling,Bowling
L Ngidi (SA),2018-2019,22,22,1026,947,41.0,4/51,23.09,5.53,25.0,2,0,ODI,Bowling,Bowling
VD Philander (SA),2007-2015,30,28,1279,986,41.0,4/12,24.04,4.62,31.1,2,0,ODI,Bowling,Bowling
Amir Hamza (AFG),2012-2017,31,31,1552,1016,40.0,4/17,25.4,3.92,38.8,1,0,ODI,Bowling,Bowling
RP Arnold (SL),1997-2007,180,84,2157,1739,40.0,3/47,43.47,4.83,53.9,0,0,ODI,Bowling,Bowling
RS Bopara (ENG),2007-2015,120,74,1860,1523,40.0,4/38,38.07,4.91,46.5,1,0,ODI,Bowling,Bowling
Saleem Jaffar (PAK),1986-1990,39,39,1900,1382,40.0,3/25,34.55,4.36,47.5,0,0,ODI,Bowling,Bowling
Shaheen Shah Afridi (PAK),2018-2019,19,18,924,847,40.0,6/35,21.17,5.5,23.1,4,1,ODI,Bowling,Bowling
SJ Benn (WI),2008-2016,47,46,2387,1913,39.0,4/18,49.05,4.8,61.2,3,0,ODI,Bowling,Bowling
PT Collins (WI),1999-2005,30,30,1577,1212,39.0,5/43,31.07,4.61,40.4,0,1,ODI,Bowling,Bowling
SS Cottrell (WI),2015-2019,30,28,1314,1293,39.0,5/46,33.15,5.9,33.6,1,1,ODI,Bowling,Bowling
WW Davis (WI),1983-1988,35,35,1923,1302,39.0,7/51,33.38,4.06,49.3,0,1,ODI,Bowling,Bowling
GD Elliott (NZ),2008-2016,83,56,1302,1179,39.0,4/31,30.23,5.43,33.3,1,0,ODI,Bowling,Bowling
WK McCallan (IRE),2006-2009,39,35,1804,1208,39.0,4/30,30.97,4.01,46.2,2,0,ODI,Bowling,Bowling
H Masakadza (ZIM),2001-2019,209,85,1844,1636,39.0,3/39,41.94,5.32,47.2,0,0,ODI,Bowling,Bowling
TBA May (AUS),1987-1995,47,46,2504,1772,39.0,3/19,45.43,4.24,64.2,0,0,ODI,Bowling,Bowling
MO Odumbe (KENYA),1996-2003,61,52,2237,1807,39.0,4/38,46.33,4.84,57.3,1,0,ODI,Bowling,Bowling
IS Sodhi (NZ),2015-2019,31,30,1548,1430,39.0,4/58,36.66,5.54,39.6,1,0,ODI,Bowling,Bowling
Akram Raza (PAK),1989-1995,49,48,2601,1611,38.0,3/18,42.39,3.71,68.4,0,0,ODI,Bowling,Bowling
D Bishoo (WI),2011-2019,42,40,2022,1668,38.0,3/30,43.89,4.94,53.2,0,0,ODI,Bowling,Bowling
MG Hughes (AUS),1988-1993,33,33,1639,1115,38.0,4/44,29.34,4.08,43.1,1,0,ODI,Bowling,Bowling
AJ Ireland (ZIM),2005-2007,26,26,1326,1115,38.0,3/41,29.34,5.04,34.8,0,0,ODI,Bowling,Bowling
Nadeem Ahmed (HKG),2004-2018,25,25,1327,932,38.0,4/26,24.52,4.21,34.9,4,0,ODI,Bowling,Bowling
Rohan Mustafa (UAE),2014-2019,34,33,1583,1245,38.0,5/25,32.76,4.71,41.6,1,1,ODI,Bowling,Bowling
R Vinay Kumar (INDIA),2010-2013,31,31,1436,1423,38.0,4/30,37.44,5.94,37.7,1,0,ODI,Bowling,Bowling
TJ Friend (ZIM),2000-2004,51,45,1930,1779,37.0,4/55,48.08,5.53,52.1,1,0,ODI,Bowling,Bowling
MR Gillespie (NZ),2006-2009,32,31,1521,1369,37.0,4/58,37.0,5.4,41.1,1,0,ODI,Bowling,Bowling
EE Hemmings (ENG),1982-1991,33,32,1752,1294,37.0,4/52,34.97,4.43,47.3,1,0,ODI,Bowling,Bowling
M Kartik (INDIA),2002-2007,37,36,1907,1612,37.0,6/27,43.56,5.07,51.5,0,1,ODI,Bowling,Bowling
Mehidy Hasan Miraz (BDESH),2017-2019,38,37,1957,1520,37.0,4/29,41.08,4.66,52.8,1,0,ODI,Bowling,Bowling
KS Williamson (NZ),2010-2019,149,65,1467,1310,37.0,4/22,35.4,5.35,39.6,1,0,ODI,Bowling,Bowling
HMCM Bandara (SL),2006-2010,31,28,1470,1232,36.0,4/31,34.22,5.02,40.8,2,0,ODI,Bowling,Bowling
EAE Baptiste (WI),1983-1990,43,43,2214,1511,36.0,2/10,41.97,4.09,61.5,0,0,ODI,Bowling,Bowling
MG Bevan (AUS),1994-2004,232,67,1966,1655,36.0,3/36,45.97,5.05,54.6,0,0,ODI,Bowling,Bowling
JM Davison (CAN),2003-2011,32,31,1435,1067,36.0,3/15,29.63,4.46,39.8,0,0,ODI,Bowling,Bowling
AIC Dodemaide (AUS),1988-1993,24,24,1327,753,36.0,5/21,20.91,3.4,36.8,1,1,ODI,Bowling,Bowling
SB Doull (NZ),1992-2000,42,42,1745,1459,36.0,4/25,40.52,5.01,48.4,1,0,ODI,Bowling,Bowling
