Player,Span,Mat,Inns,NO,Runs,HS,Ave,100,50,0,Format,Category,Type
TG Evans (ENG),1946-1959,91,133,14,2439.0,104,20.49,2,8,17,TEST,Batting,Batting
LEG Ames (ENG),1929-1939,47,72,12,2434.0,149,40.56,8,7,5,TEST,Batting,Batting
JHB Waite (SA),1951-1965,50,86,7,2405.0,134,30.44,4,16,9,TEST,Batting,Batting
Imran Farhat (PAK),2001-2013,40,77,2,2400.0,128,32.0,3,14,3,TEST,Batting,Batting
R Ashwin (INDIA),2011-2019,70,96,13,2385.0,124,28.73,4,11,3,TEST,Batting,Batting
MR Ramprakash (ENG),1991-2002,52,92,6,2350.0,154,27.32,2,12,12,TEST,Batting,Batting
W Rhodes (ENG),1899-1930,58,98,21,2325.0,179,30.19,2,11,6,TEST,Batting,Batting
S Dhawan (INDIA),2013-2018,34,58,1,2315.0,190,40.61,7,5,4,TEST,Batting,Batting
GT Dowling (NZ),1961-1972,39,77,3,2306.0,239,31.16,3,11,6,TEST,Batting,Batting
WM Woodfull (AUS),1926-1934,35,54,4,2300.0,161,46.0,7,13,6,TEST,Batting,Batting
TE Bailey (ENG),1949-1959,61,91,14,2290.0,134*,29.74,1,10,7,TEST,Batting,Batting
PJP Burge (AUS),1955-1966,42,68,8,2290.0,181,38.16,4,12,5,TEST,Batting,Batting
SE Gregory (AUS),1890-1912,58,100,7,2282.0,201,24.53,4,8,12,TEST,Batting,Batting
MJK Smith (ENG),1958-1972,50,78,6,2278.0,121,31.63,3,11,11,TEST,Batting,Batting
SE Marsh (AUS),2011-2019,38,68,2,2265.0,182,34.31,6,10,10,TEST,Batting,Batting
RG Pollock (SA),1963-1970,23,41,4,2256.0,274,60.97,7,11,1,TEST,Batting,Batting
AW Nourse (SA),1902-1924,45,83,8,2234.0,111,29.78,1,15,3,TEST,Batting,Batting
Harbhajan Singh (INDIA),1998-2015,103,145,23,2224.0,115,18.22,2,9,19,TEST,Batting,Batting
H Masakadza (ZIM),2001-2018,38,76,2,2223.0,158,30.04,5,8,10,TEST,Batting,Batting
GJ Whittall (ZIM),1993-2002,46,82,7,2207.0,203*,29.42,4,10,6,TEST,Batting,Batting
R Benaud (AUS),1952-1964,63,97,7,2201.0,122,24.45,3,9,8,TEST,Batting,Batting
DJ Bravo (WI),2004-2010,40,71,1,2200.0,113,31.42,3,13,6,TEST,Batting,Batting
VS Hazare (INDIA),1946-1953,30,52,6,2192.0,164*,47.65,7,9,4,TEST,Batting,Batting
GA Headley (WI),1930-1954,22,40,4,2190.0,270*,60.83,10,5,2,TEST,Batting,Batting
D Ganga (WI),1998-2008,48,86,2,2160.0,135,25.71,3,9,9,TEST,Batting,Batting
JB Stollmeyer (WI),1939-1955,32,56,5,2159.0,160,42.33,4,12,2,TEST,Batting,Batting
RG Sharma (INDIA),2013-2019,32,53,7,2141.0,212,46.54,6,10,4,TEST,Batting,Batting
CG Macartney (AUS),1907-1926,35,55,4,2131.0,170,41.78,7,9,1,TEST,Batting,Batting
HAPW Jayawardene (SL),2000-2015,58,83,11,2124.0,154*,29.5,4,5,9,TEST,Batting,Batting
WH Ponsford (AUS),1924-1934,29,48,4,2122.0,266,48.22,7,6,1,TEST,Batting,Batting
RA McLean (SA),1951-1964,40,73,3,2120.0,142,30.28,5,10,11,TEST,Batting,Batting
AL Wadekar (INDIA),1966-1974,37,71,3,2113.0,143,31.07,1,14,7,TEST,Batting,Batting
MH Mankad (INDIA),1946-1959,44,72,5,2109.0,231,31.47,5,6,7,TEST,Batting,Batting
JP Duminy (SA),2008-2017,46,74,10,2103.0,166,32.85,6,8,9,TEST,Batting,Batting
JK Silva (SL),2011-2018,39,74,0,2099.0,139,28.36,3,12,6,TEST,Batting,Batting
AN Petersen (SA),2010-2015,36,64,4,2093.0,182,34.88,5,8,3,TEST,Batting,Batting
CPS Chauhan (INDIA),1969-1981,40,68,2,2084.0,97,31.57,0,16,6,TEST,Batting,Batting
Imtiaz Ahmed (PAK),1952-1962,41,72,1,2079.0,209,29.28,3,11,9,TEST,Batting,Batting
MG Johnson (AUS),2007-2015,73,109,16,2065.0,123*,22.2,1,11,19,TEST,Batting,Batting
K Srikkanth (INDIA),1981-1992,43,72,3,2062.0,123,29.88,2,12,7,TEST,Batting,Batting
RM Cowper (AUS),1964-1968,27,46,2,2061.0,307,46.84,5,10,3,TEST,Batting,Batting
PE Richardson (ENG),1956-1963,34,56,1,2061.0,126,37.47,5,9,1,TEST,Batting,Batting
ML Jaisimha (INDIA),1959-1971,39,71,4,2056.0,129,30.68,3,12,9,TEST,Batting,Batting
LG Rowe (WI),1972-1980,30,49,2,2047.0,302,43.55,7,7,2,TEST,Batting,Batting
JC Buttler (ENG),2014-2019,38,68,6,2046.0,106,33.0,1,15,5,TEST,Batting,Batting
SV Manjrekar (INDIA),1987-1996,37,61,6,2043.0,218,37.14,4,9,3,TEST,Batting,Batting
BA Young (NZ),1993-1999,35,68,4,2034.0,267*,31.78,2,12,5,TEST,Batting,Batting
MJ Greatbatch (NZ),1988-1996,41,71,5,2021.0,146*,30.62,3,10,9,TEST,Batting,Batting
CJL Rogers (AUS),2008-2015,25,48,1,2015.0,173,42.87,5,14,1,TEST,Batting,Batting
KOA Powell (WI),2011-2018,40,76,1,2011.0,134,26.81,3,6,7,TEST,Batting,Batting
AC Hudson (SA),1992-1998,35,63,3,2007.0,163,33.45,4,13,7,TEST,Batting,Batting
KL Rahul (INDIA),2014-2019,36,60,2,2006.0,199,34.58,5,11,6,TEST,Batting,Batting
DN Sardesai (INDIA),1961-1972,30,55,4,2001.0,212,39.23,5,9,4,TEST,Batting,Batting
TW Hayward (ENG),1896-1909,35,60,2,1999.0,137,34.46,3,12,7,TEST,Batting,Batting
MA Noble (AUS),1898-1909,42,73,7,1997.0,133,30.25,1,16,4,TEST,Batting,Batting
DL Murray (WI),1963-1980,62,96,9,1993.0,91,22.9,0,11,7,TEST,Batting,Batting
HH Streak (ZIM),1993-2005,65,107,18,1990.0,127*,22.35,1,11,15,TEST,Batting,Batting
AD Gaekwad (INDIA),1974-1985,40,70,4,1985.0,201,30.07,2,10,4,TEST,Batting,Batting
G Pullar (ENG),1959-1963,28,49,4,1974.0,175,43.86,4,12,3,TEST,Batting,Batting
BM McMillan (SA),1992-1998,38,62,12,1968.0,113,39.36,3,13,3,TEST,Batting,Batting
EAB Rowan (SA),1935-1951,26,50,5,1965.0,236,43.66,3,12,4,TEST,Batting,Batting
JM Parks (ENG),1954-1968,46,68,7,1962.0,108*,32.16,2,9,3,TEST,Batting,Batting
BA Edgar (NZ),1978-1986,39,68,4,1958.0,161,30.59,3,12,7,TEST,Batting,Batting
Abdul Razzaq (PAK),1999-2006,46,77,9,1946.0,134,28.61,3,7,4,TEST,Batting,Batting
W Jaffer (INDIA),2000-2008,31,58,1,1944.0,212,34.1,5,11,6,TEST,Batting,Batting
RS Kaluwitharana (SL),1992-2004,49,78,4,1933.0,132*,26.12,3,9,5,TEST,Batting,Batting
AC MacLaren (ENG),1894-1909,35,61,4,1931.0,140,33.87,5,8,4,TEST,Batting,Batting
L Klusener (SA),1996-2004,49,69,11,1906.0,174,32.86,4,8,4,TEST,Batting,Batting
Yuvraj Singh (INDIA),2003-2012,40,62,6,1900.0,169,33.92,3,11,7,TEST,Batting,Batting
JO Holder (WI),2014-2019,40,69,11,1898.0,202*,32.72,3,8,3,TEST,Batting,Batting
Shoaib Malik (PAK),2001-2015,35,60,6,1898.0,245,35.14,3,8,6,TEST,Batting,Batting
RC Russell (ENG),1988-1998,54,86,16,1897.0,128*,27.1,2,6,8,TEST,Batting,Batting
Salman Butt (PAK),2003-2010,33,62,0,1889.0,122,30.46,3,10,6,TEST,Batting,Batting
PH Parfitt (ENG),1961-1972,37,52,6,1882.0,131*,40.91,7,6,5,TEST,Batting,Batting
N Dickwella (SL),2014-2019,35,64,4,1857.0,83,30.95,0,14,3,TEST,Batting,Batting
GRJ Matthews (AUS),1983-1993,33,53,8,1849.0,130,41.08,4,12,2,TEST,Batting,Batting
RA Jadeja (INDIA),2012-2019,48,69,17,1844.0,100*,35.46,1,14,4,TEST,Batting,Batting
BRM Taylor (ZIM),2004-2018,28,56,4,1840.0,171,35.38,6,8,3,TEST,Batting,Batting
RES Wyatt (ENG),1927-1937,40,64,6,1839.0,149,31.7,2,12,6,TEST,Batting,Batting
R Illingworth (ENG),1958-1973,61,90,11,1836.0,113,23.24,2,5,7,TEST,Batting,Batting
RP Arnold (SL),1997-2004,44,69,4,1821.0,123,28.01,3,10,7,TEST,Batting,Batting
IDS Smith (NZ),1980-1992,63,88,17,1815.0,173,25.56,2,6,7,TEST,Batting,Batting
T Bavuma (SA),2014-2019,39,65,7,1812.0,102*,31.24,1,13,7,TEST,Batting,Batting
MD Marshall (WI),1978-1991,81,107,11,1810.0,92,18.85,0,10,15,TEST,Batting,Batting
JP Crawley (ENG),1994-2003,37,61,9,1800.0,156*,34.61,4,9,4,TEST,Batting,Batting
DS Lehmann (AUS),1998-2004,27,42,2,1798.0,177,44.95,5,10,2,TEST,Batting,Batting
Imrul Kayes (BDESH),2008-2019,39,76,2,1797.0,150,24.28,3,4,4,TEST,Batting,Batting
NT Paranavitana (SL),2009-2012,32,60,5,1792.0,111,32.58,2,11,9,TEST,Batting,Batting
MJ Horne (NZ),1997-2003,35,65,2,1788.0,157,28.38,4,5,4,TEST,Batting,Batting
JDP Oram (NZ),2002-2009,33,59,10,1780.0,133,36.32,5,6,4,TEST,Batting,Batting
BC Booth (AUS),1961-1966,29,48,6,1773.0,169,42.21,5,10,5,TEST,Batting,Batting
DS Smith (WI),2003-2018,43,76,2,1760.0,108,23.78,1,8,7,TEST,Batting,Batting
DM de Silva (SL),2016-2019,29,55,4,1758.0,173,34.47,6,5,6,TEST,Batting,Batting
CJ Tavare (ENG),1980-1989,31,56,2,1755.0,149,32.5,2,12,5,TEST,Batting,Batting
GA Faulkner (SA),1906-1924,25,47,4,1754.0,204,40.79,4,8,2,TEST,Batting,Batting
WU Tharanga (SL),2005-2017,31,58,3,1754.0,165,31.89,3,8,6,TEST,Batting,Batting
Javed Omar (BDESH),2001-2007,40,80,2,1720.0,119,22.05,1,8,5,TEST,Batting,Batting
HH Dippenaar (SA),1999-2007,38,62,5,1718.0,177*,30.14,3,7,8,TEST,Batting,Batting
Shahid Afridi (PAK),1998-2010,27,48,1,1716.0,156,36.51,5,8,6,TEST,Batting,Batting
JE Emburey (ENG),1978-1995,64,96,20,1713.0,75,22.53,0,10,16,TEST,Batting,Batting
HM Nicholls (NZ),2016-2019,31,47,5,1711.0,162*,40.73,5,9,4,TEST,Batting,Batting
Babar Azam (PAK),2016-2019,25,47,7,1707.0,127*,42.67,4,13,6,TEST,Batting,Batting
VD Philander (SA),2011-2019,61,88,19,1700.0,74,24.63,0,8,8,TEST,Batting,Batting
HMRKB Herath (SL),1999-2018,93,144,28,1699.0,80*,14.64,0,3,23,TEST,Batting,Batting
RL Chase (WI),2016-2019,32,58,4,1695.0,137*,31.38,5,7,6,TEST,Batting,Batting
GM Ritchie (AUS),1982-1987,30,53,5,1690.0,146,35.2,3,7,1,TEST,Batting,Batting
KC Bland (SA),1961-1966,21,39,5,1669.0,144*,49.08,3,9,2,TEST,Batting,Batting
MH Denness (ENG),1969-1975,28,45,3,1667.0,188,39.69,4,7,2,TEST,Batting,Batting
TG Southee (NZ),2008-2019,71,104,10,1662.0,77*,17.68,0,5,9,TEST,Batting,Batting
BC Broad (ENG),1984-1989,25,44,2,1661.0,162,39.54,6,6,3,TEST,Batting,Batting
JT Tyldesley (ENG),1899-1909,31,55,1,1661.0,138,30.75,4,9,4,TEST,Batting,Batting
J Darling (AUS),1894-1905,34,60,2,1657.0,178,28.56,3,8,8,TEST,Batting,Batting
J Hardstaff jnr (ENG),1935-1948,23,38,3,1636.0,205*,46.74,4,10,4,TEST,Batting,Batting
MS Sinclair (NZ),1999-2010,33,56,5,1635.0,214,32.05,3,4,4,TEST,Batting,Batting
WR Endean (SA),1951-1958,28,52,4,1630.0,162*,33.95,3,8,3,TEST,Batting,Batting
RB McCosker (AUS),1975-1980,25,46,5,1622.0,127,39.56,4,9,5,TEST,Batting,Batting
SV Carlisle (ZIM),1995-2005,37,66,6,1615.0,118,26.91,2,8,7,TEST,Batting,Batting
NJ Contractor (INDIA),1955-1962,31,52,1,1611.0,108,31.58,1,11,2,TEST,Batting,Batting
Yashpal Sharma (INDIA),1979-1983,37,59,11,1606.0,140,33.45,2,9,4,TEST,Batting,Batting
JJ Crowe (NZ),1983-1990,39,65,4,1601.0,128,26.24,3,6,6,TEST,Batting,Batting
RT Robinson (ENG),1984-1989,29,49,5,1601.0,175,36.38,4,6,5,TEST,Batting,Batting
M Prabhakar (INDIA),1984-1995,39,58,9,1600.0,120,32.65,1,9,3,TEST,Batting,Batting
AP Sheahan (AUS),1967-1974,31,53,6,1594.0,127,33.91,2,7,3,TEST,Batting,Batting
WA Brown (AUS),1934-1948,22,35,1,1592.0,206*,46.82,4,9,1,TEST,Batting,Batting
SM Patil (INDIA),1980-1984,29,47,4,1588.0,174,36.93,4,7,4,TEST,Batting,Batting
SB Styris (NZ),2002-2007,29,48,4,1586.0,170,36.04,5,6,5,TEST,Batting,Batting
RH Catterall (SA),1922-1931,24,43,2,1555.0,120,37.92,3,11,3,TEST,Batting,Batting
T Taibu (ZIM),2001-2012,28,54,3,1546.0,153,30.31,1,12,5,TEST,Batting,Batting
E Paynter (ENG),1931-1939,20,31,5,1540.0,243,59.23,4,7,3,TEST,Batting,Batting
PJ Hughes (AUS),2009-2013,26,49,2,1535.0,160,32.65,3,7,6,TEST,Batting,Batting
BF Hastings (NZ),1969-1976,31,56,6,1510.0,117*,30.2,4,7,6,TEST,Batting,Batting
KD Mackay (AUS),1956-1963,37,52,7,1507.0,89,33.48,0,13,6,TEST,Batting,Batting
RR Lindwall (AUS),1946-1960,61,84,13,1502.0,118,21.15,2,5,9,TEST,Batting,Batting
Qasim Umar (PAK),1983-1986,26,43,2,1502.0,210,36.63,3,5,2,TEST,Batting,Batting
GS Ballance (ENG),2014-2017,23,42,2,1498.0,156,37.45,4,7,3,TEST,Batting,Batting
SD Hope (WI),2015-2019,31,58,3,1498.0,147,27.23,2,5,2,TEST,Batting,Batting
JM Parker (NZ),1973-1980,36,63,2,1498.0,121,24.55,3,5,4,TEST,Batting,Batting
RW Barber (ENG),1960-1968,28,45,3,1495.0,185,35.59,1,9,1,TEST,Batting,Batting
Intikhab Alam (PAK),1959-1977,47,77,10,1493.0,138,22.28,1,8,10,TEST,Batting,Batting
MA Starc (AUS),2011-2019,56,84,17,1493.0,99,22.28,0,10,11,TEST,Batting,Batting
Yasir Hameed (PAK),2003-2010,25,49,3,1491.0,170,32.41,2,8,1,TEST,Batting,Batting
WB Phillips (AUS),1983-1986,27,48,2,1485.0,159,32.28,2,7,1,TEST,Batting,Batting
AC Voges (AUS),2015-2016,20,31,7,1485.0,269*,61.87,5,4,2,TEST,Batting,Batting
DL Houghton (ZIM),1992-1997,22,36,2,1464.0,266,43.05,4,4,0,TEST,Batting,Batting
A Symonds (AUS),2004-2008,26,41,5,1462.0,162*,40.61,2,10,4,TEST,Batting,Batting
B Lee (AUS),1999-2008,76,90,18,1451.0,64,20.15,0,5,14,TEST,Batting,Batting
FJ Titmus (ENG),1955-1975,53,76,11,1449.0,84*,22.29,0,10,4,TEST,Batting,Batting
SO Dowrich (WI),2015-2019,31,56,8,1444.0,125*,30.08,3,8,6,TEST,Batting,Batting
JM Brearley (ENG),1976-1981,39,66,3,1442.0,91,22.88,0,9,6,TEST,Batting,Batting
NR Mongia (INDIA),1994-2001,44,68,8,1442.0,152,24.03,1,6,6,TEST,Batting,Batting
CEL Ambrose (WI),1988-2000,98,145,29,1439.0,53,12.4,0,1,26,TEST,Batting,Batting
WAS Oldfield (AUS),1920-1937,54,80,17,1427.0,65*,22.65,0,4,9,TEST,Batting,Batting
AK Markram (SA),2017-2019,20,37,0,1424.0,152,38.48,4,6,5,TEST,Batting,Batting
C Kelleway (AUS),1910-1928,26,42,4,1422.0,147,37.42,3,6,1,TEST,Batting,Batting
AF Giles (ENG),1998-2006,54,81,13,1421.0,59,20.89,0,4,9,TEST,Batting,Batting
MS Wade (AUS),2012-2019,31,54,9,1418.0,117,31.51,4,5,2,TEST,Batting,Batting
Hon.FS Jackson (ENG),1893-1905,20,33,4,1415.0,144*,48.79,5,6,3,TEST,Batting,Batting
MW Goodwin (ZIM),1998-2000,19,37,4,1414.0,166*,42.84,3,8,4,TEST,Batting,Batting
RG Nadkarni (INDIA),1955-1968,41,67,12,1414.0,122*,25.7,1,7,6,TEST,Batting,Batting
Khaled Mashud (BDESH),2000-2007,44,84,10,1409.0,103*,19.04,1,3,11,TEST,Batting,Batting
HDRL Thirimanne (SL),2011-2019,35,68,6,1404.0,155*,22.64,1,6,9,TEST,Batting,Batting
RT Simpson (ENG),1948-1955,27,45,3,1401.0,156*,33.35,4,6,6,TEST,Batting,Batting
J Ryder (AUS),1920-1929,20,32,5,1394.0,201*,51.62,3,9,1,TEST,Batting,Batting
KLT Arthurton (WI),1988-1995,33,50,5,1382.0,157*,30.71,2,8,8,TEST,Batting,Batting
Rashid Latif (PAK),1992-2003,37,57,9,1381.0,150,28.77,1,7,4,TEST,Batting,Batting
GP Swann (ENG),2008-2013,60,76,14,1370.0,85,22.09,0,5,5,TEST,Batting,Batting
S Ramesh (INDIA),1999-2001,19,37,1,1367.0,143,37.97,2,8,3,TEST,Batting,Batting
Wasim Bari (PAK),1967-1984,81,112,26,1366.0,85,15.88,0,6,19,TEST,Batting,Batting
KG Viljoen (SA),1930-1949,27,50,2,1365.0,124,28.43,2,9,5,TEST,Batting,Batting
J Blackwood (WI),2014-2019,28,49,4,1362.0,112*,30.26,1,10,5,TEST,Batting,Batting
J Dyson (AUS),1977-1984,30,58,7,1359.0,127*,26.64,2,5,4,TEST,Batting,Batting
DJ Richardson (SA),1992-1998,42,64,8,1359.0,109,24.26,1,8,7,TEST,Batting,Batting
HL Collins (AUS),1920-1926,19,31,1,1352.0,203,45.06,4,6,0,TEST,Batting,Batting
Javed Burki (PAK),1960-1969,25,48,4,1341.0,140,30.47,3,4,3,TEST,Batting,Batting
BM Laird (AUS),1979-1982,21,40,2,1341.0,92,35.28,0,11,2,TEST,Batting,Batting
L Vincent (NZ),2001-2007,23,40,1,1332.0,224,34.15,3,9,4,TEST,Batting,Batting
OG Smith (WI),1955-1959,26,42,0,1331.0,168,31.69,4,6,8,TEST,Batting,Batting
LRD Mendis (SL),1982-1988,24,43,1,1329.0,124,31.64,4,8,2,TEST,Batting,Batting
AK Davidson (AUS),1953-1963,44,61,7,1328.0,80,24.59,0,5,1,TEST,Batting,Batting
SS Das (INDIA),2000-2002,23,40,2,1326.0,110,34.89,2,9,3,TEST,Batting,Batting
JS Solomon (WI),1958-1965,27,46,7,1326.0,100*,34.0,1,9,7,TEST,Batting,Batting
DJG Sammy (WI),2007-2013,38,63,2,1323.0,106,21.68,1,5,8,TEST,Batting,Batting
JA Burns (AUS),2014-2019,20,34,0,1321.0,180,38.85,4,6,5,TEST,Batting,Batting
RA Duff (AUS),1902-1905,22,40,3,1317.0,146,35.59,2,6,0,TEST,Batting,Batting
N Boje (SA),2000-2006,43,62,10,1312.0,85,25.23,0,4,5,TEST,Batting,Batting
G Fowler (ENG),1982-1985,21,37,0,1307.0,201,35.32,3,8,3,TEST,Batting,Batting
DW Hookes (AUS),1977-1985,23,41,3,1306.0,143*,34.36,1,8,4,TEST,Batting,Batting
CA Davis (WI),1968-1973,15,29,5,1301.0,183,54.2,4,4,1,TEST,Batting,Batting
BW Luckhurst (ENG),1970-1974,21,41,5,1298.0,131,36.05,4,5,4,TEST,Batting,Batting
DR Jardine (ENG),1928-1934,22,33,6,1296.0,127,48.0,1,10,2,TEST,Batting,Batting
JF Reid (NZ),1979-1986,19,31,3,1296.0,180,46.28,6,2,4,TEST,Batting,Batting
TD Paine (AUS),2010-2019,30,49,8,1295.0,92,31.58,0,7,4,TEST,Batting,Batting
RL Dias (SL),1982-1987,20,36,1,1285.0,109,36.71,3,8,2,TEST,Batting,Batting
KS More (INDIA),1986-1993,49,64,14,1285.0,73,25.7,0,7,7,TEST,Batting,Batting
JW Burke (AUS),1951-1959,24,44,7,1280.0,189,34.59,3,5,0,TEST,Batting,Batting
A Shrewsbury snr (ENG),1881-1893,23,40,4,1277.0,164,35.47,3,4,1,TEST,Batting,Batting
UC Hathurusingha (SL),1991-1999,26,44,1,1274.0,83,29.62,0,8,2,TEST,Batting,Batting
JD Ryder (NZ),2008-2011,18,33,2,1269.0,201,40.93,3,6,4,TEST,Batting,Batting
Shahriar Nafees (BDESH),2005-2013,24,48,0,1267.0,138,26.39,1,7,4,TEST,Batting,Batting
V Pollard (NZ),1965-1973,32,59,7,1266.0,116,24.34,2,7,4,TEST,Batting,Batting
RF Surti (INDIA),1960-1969,26,48,4,1263.0,99,28.7,0,9,5,TEST,Batting,Batting
M Muralitharan (ICC/SL),1992-2010,133,164,56,1261.0,67,11.67,0,1,33,TEST,Batting,Batting
MR Marsh (AUS),2014-2019,32,55,5,1260.0,181,25.2,2,3,6,TEST,Batting,Batting
DW Steyn (SA),2004-2019,93,119,27,1251.0,76,13.59,0,2,14,TEST,Batting,Batting
GE Gomez (WI),1939-1954,29,46,5,1243.0,101,30.31,1,8,5,TEST,Batting,Batting
HB Cameron (SA),1927-1935,26,45,4,1239.0,90,30.21,0,10,3,TEST,Batting,Batting
G Giffen (AUS),1881-1896,31,53,0,1238.0,161,23.35,1,6,5,TEST,Batting,Batting
WP Saha (INDIA),2010-2019,37,50,9,1238.0,117,30.19,3,5,6,TEST,Batting,Batting
Z Khan (INDIA),2000-2014,92,127,24,1231.0,75,11.95,0,3,29,TEST,Batting,Batting
DG Phadkar (INDIA),1947-1959,31,45,7,1229.0,123,32.34,2,8,3,TEST,Batting,Batting
DD Ebrahim (ZIM),2001-2005,29,55,1,1225.0,94,22.68,0,10,8,TEST,Batting,Batting
CB Fry (ENG),1896-1912,26,41,3,1223.0,144,32.18,2,7,3,TEST,Batting,Batting
S Wettimuny (SL),1982-1987,23,43,1,1221.0,190,29.07,2,6,5,TEST,Batting,Batting
JN Gillespie (AUS),1996-2006,71,93,28,1218.0,201*,18.73,1,2,13,TEST,Batting,Batting
Haroon Rasheed (PAK),1977-1983,23,36,1,1217.0,153,34.77,3,5,2,TEST,Batting,Batting
G Miller (ENG),1976-1984,34,51,4,1213.0,98*,25.8,0,7,5,TEST,Batting,Batting
VS Ransford (AUS),1907-1912,20,38,6,1211.0,143*,37.84,1,7,2,TEST,Batting,Batting
MDK Perera (SL),2014-2019,41,73,8,1208.0,95,18.58,0,6,13,TEST,Batting,Batting
SA Durani (INDIA),1960-1973,29,50,2,1202.0,104,25.04,1,7,4,TEST,Batting,Batting
DN Patel (NZ),1987-1997,37,66,8,1200.0,99,20.68,0,5,10,TEST,Batting,Batting
MW Tate (ENG),1924-1935,39,52,5,1198.0,100*,25.48,1,5,5,TEST,Batting,Batting
AF Kippax (AUS),1925-1934,22,34,1,1192.0,146,36.12,2,8,1,TEST,Batting,Batting
JHW Fingleton (AUS),1932-1938,18,29,1,1189.0,136,42.46,5,3,3,TEST,Batting,Batting
M Labuschagne (AUS),2018-2019,13,21,0,1185.0,185,56.42,3,7,1,TEST,Batting,Batting
CP Mead (ENG),1911-1928,17,26,2,1185.0,182*,49.37,4,3,3,TEST,Batting,Batting
P Willey (ENG),1976-1986,26,50,6,1184.0,102*,26.9,2,5,2,TEST,Batting,Batting
SC Williams (WI),1994-2002,31,52,3,1183.0,128,24.14,1,3,6,TEST,Batting,Batting
JM Anderson (ENG),2003-2019,150,211,89,1181.0,81,9.68,0,1,26,TEST,Batting,Batting
GS Ramchand (INDIA),1952-1960,33,53,5,1180.0,109,24.58,2,5,6,TEST,Batting,Batting
MTG Elliott (AUS),1996-2004,21,36,1,1172.0,199,33.48,3,4,5,TEST,Batting,Batting
GO Jones (ENG),2004-2006,34,53,4,1172.0,100,23.91,1,6,2,TEST,Batting,Batting
Rev.DS Sheppard (ENG),1950-1963,22,33,2,1172.0,119,37.8,3,6,2,TEST,Batting,Batting
R Edwards (AUS),1972-1975,20,32,3,1171.0,170*,40.37,2,9,4,TEST,Batting,Batting
MJ North (AUS),2009-2010,21,35,2,1171.0,128,35.48,5,4,5,TEST,Batting,Batting
PM Siddle (AUS),2008-2019,67,94,15,1164.0,51,14.73,0,2,17,TEST,Batting,Batting
RW Taylor (ENG),1971-1984,57,83,12,1156.0,97,16.28,0,3,10,TEST,Batting,Batting
BW Sinclair (NZ),1963-1968,21,40,1,1148.0,138,29.43,3,3,5,TEST,Batting,Batting
JM Gregory (AUS),1920-1928,24,34,3,1146.0,119,36.96,2,7,3,TEST,Batting,Batting
CR Woakes (ENG),2013-2019,32,53,11,1145.0,137*,27.26,1,4,6,TEST,Batting,Batting
MG Vandort (SL),2001-2008,20,33,2,1144.0,140,36.9,4,4,3,TEST,Batting,Batting
Rajin Saleh (BDESH),2003-2008,24,46,2,1141.0,89,25.93,0,7,8,TEST,Batting,Batting
DT Lindsay (SA),1963-1970,19,31,1,1130.0,182,37.66,3,5,2,TEST,Batting,Batting
MC Carew (WI),1963-1972,19,36,3,1127.0,109,34.15,1,5,1,TEST,Batting,Batting
Faisal Iqbal (PAK),2001-2010,26,44,2,1124.0,139,26.76,1,8,4,TEST,Batting,Batting
G Gunn (ENG),1907-1930,15,29,1,1120.0,122*,40.0,2,7,3,TEST,Batting,Batting
AC Bannerman (AUS),1879-1893,28,50,2,1108.0,94,23.08,0,8,3,TEST,Batting,Batting
CC Lewis (ENG),1990-1996,32,51,3,1105.0,117,23.02,1,4,6,TEST,Batting,Batting
IK Pathan (INDIA),2003-2008,29,40,5,1105.0,102,31.57,1,6,5,TEST,Batting,Batting
BP Nash (WI),2008-2011,21,33,0,1103.0,114,33.42,2,8,0,TEST,Batting,Batting
JA Raval (NZ),2016-2019,23,37,1,1100.0,132,30.55,1,7,3,TEST,Batting,Batting
CJ Barnett (ENG),1933-1948,20,35,4,1098.0,129,35.41,2,5,1,TEST,Batting,Batting
WG Grace (ENG),1880-1899,22,36,2,1098.0,170,32.29,2,5,2,TEST,Batting,Batting
CB Wishart (ZIM),1995-2005,27,50,1,1098.0,114,22.4,1,5,6,TEST,Batting,Batting
Alimuddin (PAK),1954-1962,25,45,2,1091.0,109,25.37,2,7,6,TEST,Batting,Batting
Shan Masood (PAK),2013-2019,19,37,0,1089.0,135,29.43,2,6,3,TEST,Batting,Batting
VG Kambli (INDIA),1993-1995,17,21,1,1084.0,227,54.2,4,3,3,TEST,Batting,Batting
TM Head (AUS),2018-2019,16,27,2,1081.0,161,43.24,2,7,2,TEST,Batting,Batting
AMJ Hilditch (AUS),1979-1985,18,34,0,1073.0,119,31.55,2,6,3,TEST,Batting,Batting
SG Barnes (AUS),1938-1948,13,19,2,1072.0,234,63.05,3,5,1,TEST,Batting,Batting
Waqar Hasan (PAK),1952-1959,21,35,1,1071.0,189,31.5,1,6,0,TEST,Batting,Batting
JH Sinclair (SA),1896-1911,25,47,1,1069.0,106,23.23,3,3,7,TEST,Batting,Batting
ED Solkar (INDIA),1969-1977,27,48,6,1068.0,102,25.42,1,6,1,TEST,Batting,Batting
JKC Holt (WI),1954-1959,17,31,2,1066.0,166,36.75,2,5,2,TEST,Batting,Batting
Mohammad Rafique (BDESH),2000-2008,33,63,6,1059.0,111,18.57,1,4,8,TEST,Batting,Batting
RA Woolmer (ENG),1975-1981,19,34,2,1059.0,149,33.09,3,2,4,TEST,Batting,Batting
